log_path,executed_notebook_path,batch_root,date_time,batch_id,execution_number,run_id,dataset_id,notebook_name,software,model_class,accuracy,precision,recall,f1_score,loss,roc_auc,pr_auc,tn,fp,fn,tp,fpr,fnr,n_params,trainable_params,macs_per_sample,model_size_MB,throughput_samples_per_sec,Throughput,thouput,gpu_peak_MB,elapsed_sec,n_test_samples,checkpoint_path,run_dir,macs_estimation_note,tracking_note
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec042_5GNN_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec042_5GNN_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:09:49,batch_20260702_234319,42,batch_20260702_234319_exec042_5GNN_parser-125k,manual_stage0_dataset,5GNN.ipynb,parser-125k.exe,GCNDetector,0.4910179640718562,0.4748010610079575,0.7584745762711864,0.5840130505709625,,0.5067716661336744,0.4834267670674773,67,198,57,179,0.7471698113207547,0.2415254237288135,8769,8769,,0.0740232467651367,35320.7417248259,35320.7417248259,35320.7417248259,18.88623046875,,501,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec042_5GNN_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec042_5GNN_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec043_5GNN_radix2-big-64k.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec043_5GNN_radix2-big-64k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:15,batch_20260702_234319,43,batch_20260702_234319_exec043_5GNN_radix2-big-64k,manual_stage0_dataset,5GNN.ipynb,radix2-big-64k.exe,GCNDetector,0.4129278603572889,0.4129278603572889,1.0,0.5844995656789885,,0.4906790589419387,0.4021864263239893,0,4305,0,3028,1.0,0.0,8769,8769,,0.1172361373901367,50330.03135128845,50330.03135128845,50330.03135128845,19.8291015625,,7333,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec043_5GNN_radix2-big-64k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec043_5GNN_radix2-big-64k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec044_5GNN_sha-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec044_5GNN_sha-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:22,batch_20260702_234319,44,batch_20260702_234319_exec044_5GNN_sha-test,manual_stage0_dataset,5GNN.ipynb,sha-test.exe,GCNDetector,0.5104895104895105,0.4150943396226415,0.8461538461538461,0.5569620253164557,,0.6316568047337279,0.4693617140587733,29,62,8,44,0.6813186813186813,0.1538461538461538,8769,8769,,0.1172361373901367,43496.77416880221,43496.77416880221,43496.77416880221,19.8291015625,,143,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec044_5GNN_sha-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec044_5GNN_sha-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec045_5GNN_zip-test.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec045_5GNN_zip-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:10:43,batch_20260702_234319,45,batch_20260702_234319_exec045_5GNN_zip-test,manual_stage0_dataset,5GNN.ipynb,zip-test.exe,GCNDetector,0.9855305466237942,0.9966329966329966,0.988313856427379,0.9924559932942164,,0.9872250852870726,0.9994632111714572,21,2,7,592,0.0869565217391304,0.011686143572621,8769,8769,,0.0476560592651367,46354.25995476196,46354.25995476196,46354.25995476196,18.11962890625,,622,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec045_5GNN_zip-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec045_5GNN_zip-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260702_234319\logs\batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260702_234319\executed_notebooks\batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260702_234319,2026-07-03T11:12:30,batch_20260702_234319,46,batch_20260702_234319_exec046_6GCN_GRU_cjpeg-rose7-preset,manual_stage0_dataset,6GCN_GRU.ipynb,cjpeg-rose7-preset.exe,GCNGRUDetector,0.9132128940843076,0.9065550906555092,0.9213323883770376,0.9138840070298768,,0.969502823826551,0.9620905282548988,1278,134,111,1300,0.0949008498583569,0.0786676116229624,62785,62785,,0.3240852355957031,35907.13135246275,35907.13135246275,35907.13135246275,65.75390625,,2823,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec046_6GCN_GRU_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260702_234319\runs\exec046_6GCN_GRU_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T13:21:48,batch_20260705_132003,1,batch_20260705_132003_exec001_6GCN_GRU_cjpeg-rose7-preset,manual_stage0_dataset,6GCN_GRU.ipynb,cjpeg-rose7-preset.exe,GCNGRUDetector,0.9132128940843076,0.9065550906555092,0.9213323883770376,0.9138840070298768,,0.969502823826551,0.9620905282548988,1278,134,111,1300,0.0949008498583569,0.0786676116229624,62785,62785,,0.3240852355957031,41760.49500941686,41760.49500941686,41760.49500941686,65.75390625,,2823,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec001_6GCN_GRU_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec001_6GCN_GRU_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec002_6GCN_GRU_core.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec002_6GCN_GRU_core_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:14:45,batch_20260705_132003,2,batch_20260705_132003_exec002_6GCN_GRU_core,manual_stage0_dataset,6GCN_GRU.ipynb,core.exe,GCNGRUDetector,0.9634092937400568,0.948371943747447,0.955017555199718,0.9516831480247988,,0.9937708815900682,0.991126833449731,217582,7078,6124,130018,0.031505385916496,0.044982444800282,62785,62785,,0.3240852355957031,41364.5652644458,41364.5652644458,41364.5652644458,65.75390625,,360802,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec002_6GCN_GRU_core\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec002_6GCN_GRU_core,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:14:55,batch_20260705_132003,3,batch_20260705_132003_exec003_6GCN_GRU_linear_alg-mid-100x100-sp,manual_stage0_dataset,6GCN_GRU.ipynb,linear_alg-mid-100x100-sp.exe,GCNGRUDetector,0.7660377358490567,0.5666666666666667,0.2575757575757575,0.3541666666666667,,0.6285975331201462,0.4215335954949293,186,13,49,17,0.0653266331658291,0.7424242424242424,62785,62785,,0.3240852355957031,33122.46505945108,33122.46505945108,33122.46505945108,65.75390625,,265,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec003_6GCN_GRU_linear_alg-mid-100x100-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec003_6GCN_GRU_linear_alg-mid-100x100-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:16:54,batch_20260705_132003,4,batch_20260705_132003_exec004_6GCN_GRU_loops-all-mid-10k-sp,manual_stage0_dataset,6GCN_GRU.ipynb,loops-all-mid-10k-sp.exe,GCNGRUDetector,0.9111264209438512,0.8933962264150943,0.8672161172161172,0.8801115241635687,,0.9581328389997632,0.9478888574823904,1698,113,145,947,0.0623964660408614,0.1327838827838827,62785,62785,,0.3240852355957031,39077.57548293093,39077.57548293093,39077.57548293093,65.75390625,,2903,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec004_6GCN_GRU_loops-all-mid-10k-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec004_6GCN_GRU_loops-all-mid-10k-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec005_6GCN_GRU_nnet_test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec005_6GCN_GRU_nnet_test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:17:09,batch_20260705_132003,5,batch_20260705_132003_exec005_6GCN_GRU_nnet_test,manual_stage0_dataset,6GCN_GRU.ipynb,nnet_test.exe,GCNGRUDetector,0.5203804347826086,0.7083333333333334,0.0315106580166821,0.0603371783496007,,0.5303277564848206,0.5259525771301564,1115,14,1045,34,0.012400354295837,0.968489341983318,62785,62785,,0.2808723449707031,26571.97234065751,26571.97234065751,26571.97234065751,55.05712890625,,2208,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec005_6GCN_GRU_nnet_test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec005_6GCN_GRU_nnet_test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec006_6GCN_GRU_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec006_6GCN_GRU_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:17:20,batch_20260705_132003,6,batch_20260705_132003_exec006_6GCN_GRU_parser-125k,manual_stage0_dataset,6GCN_GRU.ipynb,parser-125k.exe,GCNGRUDetector,0.5169660678642715,0.4896551724137931,0.6016949152542372,0.5399239543726235,,0.5533818356251999,0.5194666096649813,117,148,94,142,0.5584905660377358,0.3983050847457627,62785,62785,,0.2808723449707031,35659.5557969047,35659.5557969047,35659.5557969047,55.05712890625,,501,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec006_6GCN_GRU_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec006_6GCN_GRU_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec007_6GCN_GRU_radix2-big-64k.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec007_6GCN_GRU_radix2-big-64k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:18:32,batch_20260705_132003,7,batch_20260705_132003_exec007_6GCN_GRU_radix2-big-64k,manual_stage0_dataset,6GCN_GRU.ipynb,radix2-big-64k.exe,GCNGRUDetector,0.5891176871675985,0.5298804780876494,0.0439233817701453,0.0811222933821287,,0.5224614016757265,0.43673375064903,4187,118,2895,133,0.0274099883855981,0.9560766182298548,62785,62785,,0.3240852355957031,37289.2337849077,37289.2337849077,37289.2337849077,65.75390625,,7333,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec007_6GCN_GRU_radix2-big-64k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec007_6GCN_GRU_radix2-big-64k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec008_6GCN_GRU_sha-test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec008_6GCN_GRU_sha-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:18:41,batch_20260705_132003,8,batch_20260705_132003_exec008_6GCN_GRU_sha-test,manual_stage0_dataset,6GCN_GRU.ipynb,sha-test.exe,GCNGRUDetector,0.5524475524475524,0.4268292682926829,0.6730769230769231,0.5223880597014925,,0.6458157227387996,0.5527092830958177,44,47,17,35,0.5164835164835165,0.3269230769230769,62785,62785,,0.3240852355957031,23509.93540294763,23509.93540294763,23509.93540294763,65.75390625,,143,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec008_6GCN_GRU_sha-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec008_6GCN_GRU_sha-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec009_6GCN_GRU_zip-test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec009_6GCN_GRU_zip-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:18:52,batch_20260705_132003,9,batch_20260705_132003_exec009_6GCN_GRU_zip-test,manual_stage0_dataset,6GCN_GRU.ipynb,zip-test.exe,GCNGRUDetector,0.964630225080386,1.0,0.963272120200334,0.9812925170068028,,0.999056398345068,0.9999639607768412,23,0,22,577,0.0,0.0367278797996661,62785,62785,,0.2545051574707031,34340.17043345487,34340.17043345487,34340.17043345487,44.37646484375,,622,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec009_6GCN_GRU_zip-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec009_6GCN_GRU_zip-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec010_7CNN_cjpeg-rose7-preset.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec010_7CNN_cjpeg-rose7-preset_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T17:19:53,batch_20260705_132003,10,batch_20260705_132003_exec010_7CNN_cjpeg-rose7-preset,manual_stage0_dataset,7CNN.ipynb,cjpeg-rose7-preset.exe,CRAdetectorQuant,0.8402408784980517,0.8755868544600939,0.7930545712260808,0.8322796578653775,0.4244758089594582,0.9219369562904172,0.9162346910706816,1253,159,292,1119,0.1126062322946175,0.2069454287739192,74176,74176,,0.2852020263671875,43490.87132924155,43490.87132924155,43490.87132924155,22.62158203125,,2823,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec010_7CNN_cjpeg-rose7-preset\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec010_7CNN_cjpeg-rose7-preset,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec011_7CNN_core.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec011_7CNN_core_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:19:45,batch_20260705_132003,11,batch_20260705_132003_exec011_7CNN_core,manual_stage0_dataset,7CNN.ipynb,core.exe,CRAdetectorQuant,0.7797268307825345,0.7739786297925833,0.587922904026678,0.6682417963156994,0.4612743578930395,0.845958895784845,0.7942697705770989,201286,23374,56101,80041,0.1040416629573577,0.412077095973322,74176,74176,,0.2852020263671875,37435.14977621853,37435.14977621853,37435.14977621853,22.62158203125,,360802,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec011_7CNN_core\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec011_7CNN_core,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec012_7CNN_linear_alg-mid-100x100-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec012_7CNN_linear_alg-mid-100x100-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:19:59,batch_20260705_132003,12,batch_20260705_132003_exec012_7CNN_linear_alg-mid-100x100-sp,manual_stage0_dataset,7CNN.ipynb,linear_alg-mid-100x100-sp.exe,CRAdetectorQuant,0.8754716981132076,0.8,0.6666666666666666,0.7272727272727273,0.6691045445899637,0.8893710979138115,0.7342731600576902,188,11,22,44,0.0552763819095477,0.3333333333333333,74176,74176,,0.2852020263671875,29161.499672045127,29161.499672045127,29161.499672045127,22.62158203125,,265,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec012_7CNN_linear_alg-mid-100x100-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec012_7CNN_linear_alg-mid-100x100-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec013_7CNN_loops-all-mid-10k-sp.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec013_7CNN_loops-all-mid-10k-sp_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:21:03,batch_20260705_132003,13,batch_20260705_132003_exec013_7CNN_loops-all-mid-10k-sp,manual_stage0_dataset,7CNN.ipynb,loops-all-mid-10k-sp.exe,CRAdetectorQuant,0.8198415432311402,0.7960457856399584,0.7005494505494505,0.7452508524111057,0.4559523440458591,0.8916465919502916,0.8540466595803187,1615,196,327,765,0.1082274986195472,0.2994505494505494,74176,74176,,0.2852020263671875,39910.00797147053,39910.00797147053,39910.00797147053,22.62158203125,,2903,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec013_7CNN_loops-all-mid-10k-sp\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec013_7CNN_loops-all-mid-10k-sp,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec014_7CNN_nnet_test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec014_7CNN_nnet_test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:21:54,batch_20260705_132003,14,batch_20260705_132003_exec014_7CNN_nnet_test,manual_stage0_dataset,7CNN.ipynb,nnet_test.exe,CRAdetectorQuant,0.5584239130434783,0.565989847715736,0.4133456904541241,0.4777718264595608,0.7263195592424144,0.6028340383404572,0.630563066820875,787,342,633,446,0.3029229406554473,0.5866543095458758,74176,74176,,0.2852020263671875,32829.5647266514,32829.5647266514,32829.5647266514,22.1318359375,,2208,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec014_7CNN_nnet_test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec014_7CNN_nnet_test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec015_7CNN_parser-125k.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec015_7CNN_parser-125k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:22:10,batch_20260705_132003,15,batch_20260705_132003_exec015_7CNN_parser-125k,manual_stage0_dataset,7CNN.ipynb,parser-125k.exe,CRAdetectorQuant,0.562874251497006,0.554140127388535,0.3686440677966102,0.4427480916030534,1.244846238466556,0.623784777742245,0.5760879571000694,195,70,149,87,0.2641509433962264,0.6313559322033898,74176,74176,,0.2852020263671875,35602.76344413948,35602.76344413948,35602.76344413948,22.1318359375,,501,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec015_7CNN_parser-125k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec015_7CNN_parser-125k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec016_7CNN_radix2-big-64k.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec016_7CNN_radix2-big-64k_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:24:41,batch_20260705_132003,16,batch_20260705_132003_exec016_7CNN_radix2-big-64k,manual_stage0_dataset,7CNN.ipynb,radix2-big-64k.exe,CRAdetectorQuant,0.8299468157643529,0.8436896950984176,0.7219286657859973,0.7780743904609361,0.3885290971983183,0.9104238105977966,0.8854153534125719,3900,405,842,2186,0.0940766550522648,0.2780713342140026,74176,74176,,0.2852020263671875,38454.64326643087,38454.64326643087,38454.64326643087,22.62158203125,,7333,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec016_7CNN_radix2-big-64k\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec016_7CNN_radix2-big-64k,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec017_7CNN_sha-test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec017_7CNN_sha-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:24:50,batch_20260705_132003,17,batch_20260705_132003_exec017_7CNN_sha-test,manual_stage0_dataset,7CNN.ipynb,sha-test.exe,CRAdetectorQuant,0.7482517482517482,0.6481481481481481,0.6730769230769231,0.660377358490566,0.9400906162662106,0.7311918850380389,0.6411792885292746,72,19,17,35,0.2087912087912088,0.3269230769230769,74176,74176,,0.2852020263671875,20426.573306542246,20426.573306542246,20426.573306542246,22.62158203125,,143,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec017_7CNN_sha-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec017_7CNN_sha-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
C:\CNSM_2026\results\batches\batch_20260705_132003\logs\batch_20260705_132003_exec018_7CNN_zip-test.txt,C:\CNSM_2026\results\batches\batch_20260705_132003\executed_notebooks\batch_20260705_132003_exec018_7CNN_zip-test_executed.ipynb,C:\CNSM_2026\results\batches\batch_20260705_132003,2026-07-05T19:25:06,batch_20260705_132003,18,batch_20260705_132003_exec018_7CNN_zip-test,manual_stage0_dataset,7CNN.ipynb,zip-test.exe,CRAdetectorQuant,0.9983922829581994,0.9983333333333332,1.0,0.999165971643036,0.0020338298427685,1.0,1.0,22,1,0,599,0.0434782608695652,0.0,74176,74176,,0.2852020263671875,33409.621166135206,33409.621166135206,33409.621166135206,20.7041015625,,622,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec018_7CNN_zip-test\model\checkpoint_state_dict.pth,C:\CNSM_2026\results\batches\batch_20260705_132003\runs\exec018_7CNN_zip-test,not_available_without_extra_forward_pass_existing_evaluation_only,Saved from metrics already computed by the notebook; no additional test-loader evaluation was executed.
